text,label,category,language,source,clean_text
I think that tantrum's finished so yeah I'll be by at some point,0,none,english,uci,i think that tantrum s finished so yeah i ll be by at some point
Madam ek minute Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,hinglish,indian,madam ek minute aapka aadhaar deactivate hone wala hai turant update kijiye
Inspector Rajesh Kumar bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,hinglish,indian,inspector rajesh kumar bol raha hoon aapka bank account investigation ke dauran freeze kiya ja sakta hai
Madam ek minute Project ka review meeting kal 4 baje hai kya?,0,none,hinglish,indian,madam ek minute project ka review meeting kal 4 baje hai kya
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1,general_spam,english,uci,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call now or reply for delivery tomorrow
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,0,none,english,uci,she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are and up
When can ü come out?,0,none,english,uci,when can come out
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0,none,english,uci,same as u dun wan y u dun like me already ah wat u doing now still eating
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,1,general_spam,english,uci,call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access
That's one of the issues but california is okay. No snow so its manageable,0,none,english,uci,that s one of the issues but california is okay no snow so its manageable
Unni thank you dear for the recharge..Rakhesh,0,none,english,uci,unni thank you dear for the recharge rakhesh
Ji namaskar Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,hinglish,indian,ji namaskar aapka number telecom fraud case mein identify hua hai
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0,none,english,uci,hey a guy i know is breathing down my neck to get him some bud anyway you d be able to get a half track to usf tonight
I asked sen to come chennai and search for job.,0,none,english,uci,i asked sen to come chennai and search for job
Cuz ibored. And don wanna study,0,none,english,uci,cuz ibored and don wanna study
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0,none,english,uci,been running but only managed 5 minutes and then needed oxygen might have to resort to the roller option
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,0,none,english,uci,me hungry buy some food good lei but mum n yun dun wan juz buy a little bit
Hello ma'am Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,hinglish,indian,hello ma am aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,0,none,english,uci,your gonna be the death if me i m gonna leave a note that says its all robs fault avenge me
Hi.:)technical support.providing assistance to us customer through call and email:),0,none,english,uci,hi technical support providing assistance to us customer through call and email
Are you there in room.,0,none,english,uci,are you there in room
Also where's the piece,0,none,english,uci,also where s the piece
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,0,none,english,uci,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",0,none,english,uci,oh a half hour is much longer in syria than canada eh wow you must get so much more work done in a day than us with all that extra time grins
Talk to g and x about that,0,none,english,uci,talk to g and x about that
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,0,none,english,uci,all these nice new shirts and the only thing i can wear them to is nudist themed you in mu
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0,none,english,uci,i ll pick you up at about 5 15pm to go to taunton if you still want to come
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1,general_spam,english,uci,win urgent your mobile number has been awarded with a 2000 prize guaranteed call from land line claim 3030 valid 12hrs only 150ppm
Want to send me a virtual hug?... I need one,0,none,english,uci,want to send me a virtual hug i need one
Hey gals.. Anyone of u going down to e driving centre tmr?,0,none,english,uci,hey gals anyone of u going down to e driving centre tmr
Oh oh... Wasted... Den muz chiong on sat n sun liao...,0,none,english,uci,oh oh wasted den muz chiong on sat n sun liao
K:)k.are you in college?,0,none,english,uci,k k are you in college
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",0,none,english,uci,sorry i missed you babe i was up late and slept in i hope you enjoy your driving lesson boytoy i miss you too teasing kiss
CBI se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,hinglish,indian,cbi se bol raha hoon aapka aadhaar deactivate hone wala hai turant update kijiye
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,general_spam,english,uci,urgent we are trying to contact you last weekends draw shows that you have won a 900 prize guaranteed call claim code s89 valid 12hrs only
Happy new year. Hope you are having a good semester,0,none,english,uci,happy new year hope you are having a good semester
I'm done. C ü there.,0,none,english,uci,i m done c there
WHAT TIME U WRKIN?,0,none,english,uci,what time u wrkin
I need to come home and give you some good lovin...,0,none,english,uci,i need to come home and give you some good lovin
"What i mean was i left too early to check, cos i'm working a 9-6.",0,none,english,uci,what i mean was i left too early to check cos i m working a 9 6
I cant pick the phone right now. Pls send a message,0,none,english,uci,i cant pick the phone right now pls send a message
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,none,english,uci,as i entered my cabin my pa said happy b day boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there
Hello ma'am Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,hinglish,indian,hello ma am cyber crime department se bol raha hoon aapke number se objectionable content circulate hua hai
Delhi Police se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,hinglish,indian,delhi police se bol raha hoon aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,1,general_spam,english,uci,gent we are trying to contact you last weekends draw shows that you won a 1000 prize guaranteed call claim code k52 valid 12hrs only 150ppm
88066 FROM 88066 LOST 3POUND HELP,1,general_spam,english,uci,88066 from 88066 lost 3pound help
"Hello ji Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,hinglish,indian,hello ji aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Long time. You remember me today.,0,none,english,uci,long time you remember me today
Love it! The girls at the office may wonder why you are smiling but sore...,0,none,english,uci,love it the girls at the office may wonder why you are smiling but sore
"Sir ek minute suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,hinglish,indian,sir ek minute suniye mummy main office pahunch gaya aaj thoda late ho jaunga
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,0,none,english,uci,that sucks so what do you got planned for your yo valentine i am your yo valentine aren t i
Hello sir Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,hinglish,indian,hello sir aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain ye cyber crime hai
"Haha awesome, I might need to take you up on that, what you doin tonight?",0,none,english,uci,haha awesome i might need to take you up on that what you doin tonight
I can send you a pic if you like :),0,none,english,uci,i can send you a pic if you like
Gam gone after outstanding innings.,0,none,english,uci,gam gone after outstanding innings
Package all your programs well,0,none,english,uci,package all your programs well
ACP Sharma bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,hinglish,indian,acp sharma bol raha hoon cyber crime department se bol raha hoon aapke number se objectionable content circulate hua hai
Yes its possible but dint try. Pls dont tell to any one k,0,none,english,uci,yes its possible but dint try pls dont tell to any one k
Hey tmr meet at bugis 930 ?,0,none,english,uci,hey tmr meet at bugis 930
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0,none,english,uci,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,0,none,english,uci,up to wan come then come lor but i din c any stripes skirt
"Aap sun rahe hain na? Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,hinglish,indian,aap sun rahe hain na sir kal subah 10 baje meeting hai agenda mail kar diya
I dont want to hear anything,0,none,english,uci,i dont want to hear anything
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0,none,english,uci,think you sent the text to the home phone that cant display texts if you still want to send it his number is
Crime Branch se bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,hinglish,indian,crime branch se bol raha hoon crime branch se bol raha hoon aapke account se suspicious transactions hui hain
Dhyan se suniye Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,hinglish,indian,dhyan se suniye congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),0,none,english,uci,boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl i love u kano
Ok set let u noe e details later...,0,none,english,uci,ok set let u noe e details later
We got a divorce. Lol. She.s here,0,none,english,uci,we got a divorce lol she s here
R u over scratching it?,0,none,english,uci,r u over scratching it
Yes princess! I want to please you every night. Your wish is my command...,0,none,english,uci,yes princess i want to please you every night your wish is my command
Wat r u doing?,0,none,english,uci,wat r u doing
We live in the next  &lt;#&gt; mins,0,none,english,uci,we live in the next mins
"Hmm well, night night ",0,none,english,uci,hmm well night night
Delhi Police se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,hinglish,indian,delhi police se bol raha hoon aapke khilaaf legal action initiate kiya gaya hai
at bruce b downs &amp; fletcher now,0,none,english,uci,at bruce b downs fletcher now
Oh ic. I thought you meant mary jane.,0,none,english,uci,oh ic i thought you meant mary jane
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0,none,english,uci,is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj
"Namaste ma'am Beta ghar aa gaya hoon, darwaza khol do.",0,none,hinglish,indian,namaste ma am beta ghar aa gaya hoon darwaza khol do
Excellent! Are you ready to moan and scream in ecstasy?,0,none,english,uci,excellent are you ready to moan and scream in ecstasy
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0,none,english,uci,he s an adult and would learn from the experience there s no real danger i just dont like peeps using drugs they dont need but no comment
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,1,general_spam,english,uci,santa calling would your little ones like a call from santa xmas eve call to book your time
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,0,none,english,uci,i lost 4 pounds since my doc visit last week woot woot now i m gonna celebrate by stuffing my face
"Hmph. Go head, big baller.",0,none,english,uci,hmph go head big baller
ACP Sharma bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,hinglish,indian,acp sharma bol raha hoon aapke number se pornographic material whatsapp groups mein bheja ja raha hai fir ho chuki hai
I am waiting for your call sir.,0,none,english,uci,i am waiting for your call sir
Am surfing online store. For offers do you want to buy any thing.,0,none,english,uci,am surfing online store for offers do you want to buy any thing
Sir ek minute suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,aadhaar,hinglish,indian,sir ek minute suniye aapka aadhaar deactivate hone wala hai turant update kijiye
Come to my home for one last time i wont do anything. Trust me.,0,none,english,uci,come to my home for one last time i wont do anything trust me
Its too late:)but its k.wish you the same.,0,none,english,uci,its too late but its k wish you the same
Am going to take bath ill place the key in window:-),0,none,english,uci,am going to take bath ill place the key in window
Try neva mate!!,0,none,english,uci,try neva mate
"Doing nothing, then u not having dinner w us?",0,none,english,uci,doing nothing then u not having dinner w us
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,0,none,english,uci,hi baby ive just got back from work and i was wanting to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",1,general_spam,english,uci,free ring tone just text polys to 87131 then every week get a new tone 0870737910216yrs only 1 50 wk
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,0,none,english,uci,for the first time in the history need comfort and luxury are sold at same price in india onion rs petrol rs beer rs shesil
Armand says get your ass over to epsilon,0,none,english,uci,armand says get your ass over to epsilon
Can u get pic msgs to your phone?,0,none,english,uci,can u get pic msgs to your phone
Police headquarters se bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,hinglish,indian,police headquarters se bol raha hoon aapke aadhaar se linked account par complaint mili hai
"ACP Sharma bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,hinglish,indian,acp sharma bol raha hoon amazon se bol raha hoon aapka parcel hold hai clearance charge 499 dena hoga
How r ü going to send it to me?,0,none,english,uci,how r going to send it to me
"I‘ve got some salt, you can rub it in my open wounds if you like!",0,none,english,uci,i ve got some salt you can rub it in my open wounds if you like
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0,none,english,uci,i m not driving raining then i ll get caught at e mrt station lor
National Cyber Cell se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,hinglish,indian,national cyber cell se bol raha hoon aapke number se pornographic material whatsapp groups mein bheja ja raha hai fir ho chuki hai
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,0,none,english,uci,have you heard about that job i m going to that wildlife talk again tonight if u want2come its that2worzels and a wizzle or whatever it is
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,1,general_spam,english,uci,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call from land line claim 3030 valid 12hrs only
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,1,general_spam,english,uci,recpt 1 3 you have ordered a ringtone your order is being processed
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0,none,english,uci,yar lor he wan 2 go c horse racing today mah so eat earlier lor i ate chicken rice u
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,0,none,english,uci,alrite sam its nic just checkin that this is ur number so is it t b
Mm i am on the way to railway,0,none,english,uci,mm i am on the way to railway
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0,none,english,uci,my stomach has been thru so much trauma i swear i just can t eat i better lose weight
Gudnite....tc...practice going on,0,none,english,uci,gudnite tc practice going on
"I'm not sure, I was just checking out what was happening around the area",0,none,english,uci,i m not sure i was just checking out what was happening around the area
88800 and 89034 are premium phone services call 08718711108,1,general_spam,english,uci,88800 and 89034 are premium phone services call
Finish liao... U?,0,none,english,uci,finish liao u
Law enforcement se bol raha hoon. Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,hinglish,indian,law enforcement se bol raha hoon aapke documents ka misuse karke financial fraud kiya gaya hai
7 lor... Change 2 suntec... Wat time u coming?,0,none,english,uci,7 lor change 2 suntec wat time u coming
Are you going to wipro interview today?,0,none,english,uci,are you going to wipro interview today
"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",0,none,english,uci,er enjoyin indians at the mo yep sall good hehe hows bout u shexy pete xx
Ok I'm gonna head up to usf in like fifteen minutes,0,none,english,uci,ok i m gonna head up to usf in like fifteen minutes
Roger that. We‘re probably going to rem in about 20,0,none,english,uci,roger that we re probably going to rem in about 20
Dear we got  &lt;#&gt;  dollars hi hi,0,none,english,uci,dear we got dollars hi hi
Ok cool. See ya then.,0,none,english,uci,ok cool see ya then
Wot is u up 2 then bitch?,0,none,english,uci,wot is u up 2 then bitch
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,0,none,english,uci,not much no fights it was a good nite
Namaste ma'am Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,hinglish,indian,namaste ma am ek gang aapke number ka misuse karke gande videos bana raha hai turant verify karna hoga
Is xy going 4 e lunch?,0,none,english,uci,is xy going 4 e lunch
Ok...,0,none,english,uci,ok
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1,general_spam,english,uci,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call or reply for delivery wed
Sir ek minute suniye Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,hinglish,indian,sir ek minute suniye aapke naam par registered account illegal activities mein use hua hai
What does the dance river do?,0,none,english,uci,what does the dance river do
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,0,none,english,uci,idk i m sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i m a failure in everything nobody wants me and now i feel like i m failing you
Aap sun rahe hain na? Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,hinglish,indian,aap sun rahe hain na aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
He's just gonna worry for nothing. And he won't give you money its no use.,0,none,english,uci,he s just gonna worry for nothing and he won t give you money its no use
Ji haan suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,hinglish,indian,ji haan suniye aapka aadhaar deactivate hone wala hai turant update kijiye
CBI se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,hinglish,indian,cbi se bol raha hoon congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
How much you got for cleaning,0,none,english,uci,how much you got for cleaning
Dhyan se suniye Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,hinglish,indian,dhyan se suniye aapka number telecom fraud case mein identify hua hai
When u wana see it then,0,none,english,uci,when u wana see it then
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,1,general_spam,english,uci,urgent your mobile number has been awarded with a 2000 prize guaranteed call from land line claim 3030 valid 12hrs only 150ppm
Still in customer place,0,none,english,uci,still in customer place
Sorry that was my uncle. I.ll keep in touch,0,none,english,uci,sorry that was my uncle i ll keep in touch
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,general_spam,english,uci,you are guaranteed the latests nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 tc llc ny usa 150p mt msgrcvd18
"It‘s reassuring, in this crazy world.",0,none,english,uci,it s reassuring in this crazy world
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,general_spam,english,uci,january male sale hot gay chat now cheaper call national rate from 1 5p min cheap to 7 8p min peak to stop texts call 10p min
Happy new years melody!,0,none,english,uci,happy new years melody
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",0,none,english,uci,dont pack what you can buy at any store like cereals if you must pack food pack gari or something 9ja that you will miss
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,general_spam,english,uci,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates pobox 36504 w45wq norm150p tone 16
Cyber Crime Department se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,hinglish,indian,cyber crime department se bol raha hoon aapke khilaaf legal action initiate kiya gaya hai
Maybe i could get book out tomo then return it immediately ..? Or something.,0,none,english,uci,maybe i could get book out tomo then return it immediately or something
I am taking half day leave bec i am not well,0,none,english,uci,i am taking half day leave bec i am not well
Is xy in ur car when u picking me up?,0,none,english,uci,is xy in ur car when u picking me up
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0,none,english,uci,what s happening with you have you gotten a job and have you begun registration for permanent residency
Yes princess! I want to make you happy...,0,none,english,uci,yes princess i want to make you happy
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,none,english,uci,i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop
Not yet chikku..wat abt u?,0,none,english,uci,not yet chikku wat abt u
Hello ji Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,hinglish,indian,hello ji aapka number telecom fraud case mein identify hua hai
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",1,general_spam,english,uci,as a sim subscriber you are selected to receive a bonus get it delivered to your door txt the word ok to no 88600 to claim 150p msg exp 30apr
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,none,english,uci,1 go to write msg 2 put on dictionary mode 3 cover the screen with hand 4 press 5 gently remove ur hand its interesting
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",0,none,english,uci,enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly
Thats cool. i liked your photos. You are very sexy!,0,none,english,uci,thats cool i liked your photos you are very sexy
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,0,none,english,uci,nite nite pocay wocay luv u more than n e thing 4eva i promise ring u 2morrowxxxx
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0,none,english,uci,yes i started to send requests to make it but pain came back so i m back in bed double coins at the factory too i gotta cash in all my nitros
National Cyber Cell se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,hinglish,indian,national cyber cell se bol raha hoon aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain ye cyber crime hai
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,none,english,uci,house maid is the murderer coz the man was murdered on th january as public holiday all govt instituitions are closed including post office understand
Me fine..absolutly fine,0,none,english,uci,me fine absolutly fine
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1,general_spam,english,uci,1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia 150p poly 200p 16
Fine i miss you very much.,0,none,english,uci,fine i miss you very much
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0,none,english,uci,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed
"Ask g or iouri, I've told the story like ten times already",0,none,english,uci,ask g or iouri i ve told the story like ten times already
Shhhhh nobody is supposed to know!,0,none,english,uci,shhhhh nobody is supposed to know
"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",0,none,english,uci,erm ill pick you up at about 6 45pm that ll give enough time to get there park and that
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0,none,english,uci,from someone not to smoke when every time i ve smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0,none,english,uci,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c
"Theoretically yeah, he could be able to come",0,none,english,uci,theoretically yeah he could be able to come
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0,none,english,uci,i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones
"Ji haan suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,hinglish,indian,ji haan suniye amazon se bol raha hoon aapka parcel hold hai clearance charge 499 dena hoga
Ooooooh I forgot to tell u I can get on yoville on my phone,0,none,english,uci,ooooooh i forgot to tell u i can get on yoville on my phone
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,0,none,english,uci,well at this right i m gonna have to get up and check today s steam sales pee so text me when you want me to come get you
FROM 88066 LOST £12 HELP,1,general_spam,english,uci,from 88066 lost 12 help
From here after The performance award is calculated every two month.not for current one month period..,0,none,english,uci,from here after the performance award is calculated every two month not for current one month period
S:-)kallis wont play in first two odi:-),0,none,english,uci,s kallis wont play in first two odi
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,1,general_spam,english,uci,burger king wanna play footy at a top stadium get 2 burger king before 1st sept and go large or super with coca cola and walk out a winner
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0,none,english,uci,i don t want you to leave but i m barely doing what i can to stay sane fighting with you constantly isn t helping
Sir ek minute suniye Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,hinglish,indian,sir ek minute suniye cyber investigation team ko aapke number se suspicious activity mili hai
