text,label,category,language,source,clean_text
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0,none,english,uci,friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear gud ni8
Ok. But i finish at 6.,0,none,english,uci,ok but i finish at 6
Crime Branch se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,hinglish,indian,crime branch se bol raha hoon aapke whatsapp se ladies ko asleel messages bheje ja rahe hain aapko suspect maana ja raha hai
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,0,none,english,uci,kaiez enjoy ur tuition gee thk e second option sounds beta i ll go yan jiu den msg u
"Goodmorning, today i am late for 2hrs. Because of back pain.",0,none,english,uci,goodmorning today i am late for 2hrs because of back pain
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0,none,english,uci,i don t quite know what to do i still can t get hold of anyone i cud pick you up bout 7 30pm and we can see if they re in the pub
"accordingly. I repeat, just text the word ok on your mobile phone and send",1,general_spam,english,uci,accordingly i repeat just text the word ok on your mobile phone and send
Why you Dint come with us.,0,none,english,uci,why you dint come with us
Sorry about that this is my mates phone and i didnt write it love Kate,0,none,english,uci,sorry about that this is my mates phone and i didnt write it love kate
Can't take any major roles in community outreach. You rock mel,0,none,english,uci,can t take any major roles in community outreach you rock mel
I surely dont forgot to come:)i will always be in touch in with you:-),0,none,english,uci,i surely dont forgot to come i will always be in touch in with you
No no. I will check all rooms befor activities,0,none,english,uci,no no i will check all rooms befor activities
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0,none,english,uci,can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",0,none,english,uci,yo you gonna still be in stock tomorrow today i m trying to get a dubsack
Hello ji Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,hinglish,indian,hello ji ek gang aapke number ka misuse karke gande videos bana raha hai turant verify karna hoga
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1,general_spam,english,uci,message important information for o2 user today is your lucky day 2 find out why log onto there is a fantastic surprise awaiting you
Sir ek minute suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,hinglish,indian,sir ek minute suniye aapka aadhaar deactivate hone wala hai turant update kijiye
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0,none,english,uci,goodmorning today i am late for min
U GOIN OUT 2NITE?,0,none,english,uci,u goin out 2nite
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",1,general_spam,english,uci,xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here xxxmobilemovieclub com n qjkgighjjgcbl
Hello ji Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,aadhaar,hinglish,indian,hello ji congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
"Ji namaskar School fees ki last date kal hai, payment kar dena.",0,none,hinglish,indian,ji namaskar school fees ki last date kal hai payment kar dena
Where is that one day training:-),0,none,english,uci,where is that one day training
Printer is cool. I mean groovy. Wine is groovying,0,none,english,uci,printer is cool i mean groovy wine is groovying
Dhyan se suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,hinglish,indian,dhyan se suniye aapka aadhaar deactivate hone wala hai turant update kijiye
Oh oh... Wasted... Den muz chiong on sat n sun liao...,0,none,english,uci,oh oh wasted den muz chiong on sat n sun liao
Any way where are you and what doing.,0,none,english,uci,any way where are you and what doing
Sweet heart how are you?,0,none,english,uci,sweet heart how are you
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,0,none,english,uci,you are right though i can t give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move out if i m still there after greece but maybe you are ready and should do it now
Pls she needs to dat slowly or she will vomit more.,0,none,english,uci,pls she needs to dat slowly or she will vomit more
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0,none,english,uci,yo chad which gymnastics class do you wanna take the site says christians class is full
Ok i shall talk to him,0,none,english,uci,ok i shall talk to him
Hey i've booked the 2 lessons on sun liao...,0,none,english,uci,hey i ve booked the 2 lessons on sun liao
Will it help if we propose going back again tomorrow,0,none,english,uci,will it help if we propose going back again tomorrow
"Whatever, juliana. Do whatever you want.",0,none,english,uci,whatever juliana do whatever you want
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1,general_spam,english,uci,private your 2003 account statement for 07808 xxxxxx shows 800 un redeemed s i m points call identifier code 41685 expires 07 11 04
RCT' THNQ Adrian for U text. Rgds Vatian,1,general_spam,english,uci,rct thnq adrian for u text rgds vatian
Fuck babe ... What happened to you ? How come you never came back?,0,none,english,uci,fuck babe what happened to you how come you never came back
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1,general_spam,english,uci,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 87077 get txting and tell ur mates zed pobox 36504 w45wq norm150p tone 16
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0,none,english,uci,shuhui say change 2 suntec steamboat u noe where where r u now
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",0,none,english,uci,er yeah i will b there at 15 26 sorry just tell me which pub cafe to sit in and come wen u can
Namaste ma'am Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,amazon,hinglish,indian,namaste ma am aapka aadhaar deactivate hone wala hai turant update kijiye
"Hello sir Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,hinglish,indian,hello sir aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",1,general_spam,english,uci,free msg get gnarls barkleys crazy ringtone totally free just reply go to this message right now
What happen dear tell me,0,none,english,uci,what happen dear tell me
No dear i was sleeping :-P,0,none,english,uci,no dear i was sleeping p
Dhyan se suniye National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,hinglish,indian,dhyan se suniye national cyber cell se bol raha hoon verification ke liye cooperate kijiye
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0,none,english,uci,hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",1,general_spam,english,uci,this is the 2nd attempt to contract u you have won this weeks top prize of either 1000 cash or 200 prize just call
"Haha, my friend tyler literally just asked if you could get him a dubsack",0,none,english,uci,haha my friend tyler literally just asked if you could get him a dubsack
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,1,general_spam,english,uci,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop 18 only
Dude sux for snake. He got old and raiden got buff,0,none,english,uci,dude sux for snake he got old and raiden got buff
"Haha I heard that, text me when you're around",0,none,english,uci,haha i heard that text me when you re around
K..k..any special today?,0,none,english,uci,k k any special today
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,general_spam,english,uci,urgent ur awarded a complimentary trip to eurodisinc trav aco entry41 or 1000 to claim txt dis to 87121 18 6 1 50 morefrmmob shracomorsglsuplt 10 ls1 3aj
Ji namaskar Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,hinglish,indian,ji namaskar aapko investigation officer se turant baat karni hogi
Some are lasting as much as 2 hours. You might get lucky.,0,none,english,uci,some are lasting as much as 2 hours you might get lucky
Yes da. Any plm at ur office,0,none,english,uci,yes da any plm at ur office
When did dad get back.,0,none,english,uci,when did dad get back
Dhyan se suniye Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,hinglish,indian,dhyan se suniye aapke number se pornographic material whatsapp groups mein bheja ja raha hai fir ho chuki hai
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,0,none,english,uci,hi babe its me thanks for coming even though it didnt go that well i just wanted my bed hope to see you soon love and kisses xxx
Well done and ! luv ya all ,0,none,english,uci,well done and luv ya all
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0,none,english,uci,pls give her prometazine syrup 5mls then mins later feed
Then any special there?,0,none,english,uci,then any special there
I'm still looking for a car to buy. And have not gone 4the driving test yet.,0,none,english,uci,i m still looking for a car to buy and have not gone 4the driving test yet
Dhyan se suniye Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,hinglish,indian,dhyan se suniye ek gang aapke number ka misuse karke gande videos bana raha hai turant verify karna hoga
"Cool, text me when you're ready",0,none,english,uci,cool text me when you re ready
Ok then i will come to ur home after half an hour,0,none,english,uci,ok then i will come to ur home after half an hour
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0,none,english,uci,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable
Long after I quit. I get on only like 5 minutes a day as it is.,0,none,english,uci,long after i quit i get on only like 5 minutes a day as it is
Aap sun rahe hain na? Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,hinglish,indian,aap sun rahe hain na aapko investigation officer se turant baat karni hogi
Just glad to be talking to you.,0,none,english,uci,just glad to be talking to you
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0,none,english,uci,please protect yourself from e threats sib never asks for sensitive information like passwords atm sms pin thru email never share your password with anybody
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0,none,english,uci,pass dis to all ur contacts n see wat u get red i m in luv wid u blue u put a smile on my face purple u r realy hot pink u r so swt orange i thnk i lyk u green i realy wana go out wid u yelow i wnt u bck black i m jealous of u brown i miss you nw plz giv me one color
Madam ek minute Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,hinglish,indian,madam ek minute congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,0,none,english,uci,i am thinking of going down to reg for pract lessons flung my advance haha wat time u going
Great! How is the office today?,0,none,english,uci,great how is the office today
"Latest News! Police station toilet stolen, cops have nothing to go on!",1,general_spam,english,uci,latest news police station toilet stolen cops have nothing to go on
CBI se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,aadhaar,hinglish,indian,cbi se bol raha hoon aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
Meet after lunch la...,0,none,english,uci,meet after lunch la
MMM ... Fuck .... Merry Christmas to me,0,none,english,uci,mmm fuck merry christmas to me
"Just wondering, the others just took off",0,none,english,uci,just wondering the others just took off
I will once i get home,0,none,english,uci,i will once i get home
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",0,none,english,uci,lol grins i m not babe but thanks for thinking of me
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",0,none,english,uci,in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade
Now only i reached home. . . I am very tired now. . I will come tomorro,0,none,english,uci,now only i reached home i am very tired now i will come tomorro
"Sir ek minute suniye Beta ghar aa gaya hoon, darwaza khol do.",0,none,hinglish,indian,sir ek minute suniye beta ghar aa gaya hoon darwaza khol do
Hello ma'am Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,lottery,hinglish,indian,hello ma am congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
Cancel cheyyamo?and get some money back?,0,none,english,uci,cancel cheyyamo and get some money back
Still otside le..u come 2morrow maga..,0,none,english,uci,still otside le u come 2morrow maga
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1,general_spam,english,uci,hello from orange for 1 month s free access to games news and sport plus 10 free texts and 20 photo messages reply yes terms apply
Madam ek minute Project ka review meeting kal 4 baje hai kya?,0,none,hinglish,indian,madam ek minute project ka review meeting kal 4 baje hai kya
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0,none,english,uci,hi im having the most relaxing time ever we have to get up at 7am every day was the party good the other night i get home tomorrow at 5ish
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,general_spam,english,uci,money you r a lucky winner 2 claim your prize text money 2 88600 over 1million to give away ppt150x3 normal text rate box403 w1t1jy
So dont use hook up any how,0,none,english,uci,so dont use hook up any how
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0,none,english,uci,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,none,english,uci,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy b day boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out 5 minuts latr wid a cake n my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1,general_spam,english,uci,xmas new years eve tickets are now on sale from the club during the day from 10am till 8pm and on thurs fri sat night this week they re selling fast
Police headquarters se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,hinglish,indian,police headquarters se bol raha hoon aapke phone se illegal obscene content circulate ho raha hai digital arrest ho sakta hai
I am taking you for italian food. How about a pretty dress with no panties? :),0,none,english,uci,i am taking you for italian food how about a pretty dress with no panties
"Ji namaskar Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,hinglish,indian,ji namaskar aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Fine am simply sitting.,0,none,english,uci,fine am simply sitting
Ji haan suniye Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,hinglish,indian,ji haan suniye aapko investigation officer se turant baat karni hogi
Yeah that's the impression I got,0,none,english,uci,yeah that s the impression i got
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,0,none,english,uci,hello they are going to the village pub at 8 so either come here or there accordingly ok
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",1,general_spam,english,uci,pdate now double mins and 1000 txts on orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 on or call2optout yhl
I tagged MY friends that you seemed to count as YOUR friends.,0,none,english,uci,i tagged my friends that you seemed to count as your friends
Tell me they're female :V how're you throwing in? We're deciding what all to get now,0,none,english,uci,tell me they re female v how re you throwing in we re deciding what all to get now
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,1,general_spam,english,uci,private your 2004 account statement for 078498 7 shows 786 unredeemed bonus points to claim call identifier code 45239 expires 06 05 05
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,0,none,english,uci,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0,none,english,uci,the gas station is like a block away from my house you ll drive right by it since armenia ends at swann and you have to take howard
Welp apparently he retired,0,none,english,uci,welp apparently he retired
Now project pa. After that only i can come.,0,none,english,uci,now project pa after that only i can come
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,0,none,english,uci,no it s waiting in e car dat s bored wat cos wait outside got nothing 2 do at home can do my stuff or watch tv wat
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,none,english,uci,actually i deleted my old website now i m blogging at magicalsongs blogspot com
"Ji namaskar Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,hinglish,indian,ji namaskar aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Match started.india  &lt;#&gt;  for 2,0,none,english,uci,match started india for 2
Ya! when are ü taking ure practical lessons? I start in june..  ,0,none,english,uci,ya when are taking ure practical lessons i start in june
"Sorry sir, i will call you tomorrow.  senthil.hsbc",0,none,english,uci,sorry sir i will call you tomorrow senthil hsbc
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,0,none,english,uci,dunno lei i thk mum lazy to go out i neva ask her yet
Inspector Rajesh Kumar bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,amazon,hinglish,indian,inspector rajesh kumar bol raha hoon congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
Inspector Rajesh Kumar bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,hinglish,indian,inspector rajesh kumar bol raha hoon aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain ye cyber crime hai
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,0,none,english,uci,hey sathya till now we dint meet not even a single time then how can i saw the situation sathya
Namaste sir Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,hinglish,indian,namaste sir aapke khilaaf legal action initiate kiya gaya hai
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",0,none,english,uci,yes obviously but you are the eggs pert and the potato head speak soon
Namaste ma'am Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,hinglish,indian,namaste ma am aapko investigation officer se turant baat karni hogi
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",0,none,english,uci,superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today
Law enforcement se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,hinglish,indian,law enforcement se bol raha hoon police verification complete karna zaroori hai
I wont. So wat's wit the guys,0,none,english,uci,i wont so wat s wit the guys
"CBI se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,hinglish,indian,cbi se bol raha hoon aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
ACP Sharma bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,hinglish,indian,acp sharma bol raha hoon aapka aadhaar deactivate hone wala hai turant update kijiye
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,none,english,uci,of cos can lar i m not so ba dao ok 1 pm lor y u never ask where we go ah i said u would ask on fri but he said u will ask today
National Cyber Cell se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,hinglish,indian,national cyber cell se bol raha hoon aapko investigation officer se turant baat karni hogi
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0,none,english,uci,sounds better than my evening im just doing my costume im not sure what time i finish tomorrow but i will txt you at the end
Ji namaskar Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,hinglish,indian,ji namaskar aapka mobile number cyber fraud investigation mein aaya hai
Aap sun rahe hain na? Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,lottery,hinglish,indian,aap sun rahe hain na congratulations aapne 40 lakh ka lottery jeeta hai processing fee dena hoga
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,0,none,english,uci,sorry sent blank msg again yup but trying 2 do some serious studying now
U attend ur driving lesson how many times a wk n which day?,0,none,english,uci,u attend ur driving lesson how many times a wk n which day
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",0,none,english,uci,imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you enjoy my cuck
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0,none,english,uci,no sir that s why i had an 8 hr trip on the bus last week have another audition next wednesday but i think i might drive this time
Inspector Rajesh Kumar bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,hinglish,indian,inspector rajesh kumar bol raha hoon aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",0,none,english,uci,ha ha nan yalrigu heltini iyo kothi chikku u shared many things wit me so far i didn t told any body and even uttered a word abt u if ur trusting me so much how can i tell these to others plz nxt time dont use those words to me ok chikku b
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0,none,english,uci,that s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it
Pls pls find out from aunt nike.,0,none,english,uci,pls pls find out from aunt nike
Siva is in hostel aha:-.,0,none,english,uci,siva is in hostel aha
Hello ma'am Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,hinglish,indian,hello ma am aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
Oh did you charge camera,0,none,english,uci,oh did you charge camera
"Aap sun rahe hain na? Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,hinglish,indian,aap sun rahe hain na amazon se bol raha hoon aapka parcel hold hai clearance charge 499 dena hoga
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,0,none,english,uci,ok i wont call or disturb any one i know all are avoiding me i am a burden for all
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0,none,english,uci,i realise you are a busy guy and i m trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr8 day
"Delhi Police se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,hinglish,indian,delhi police se bol raha hoon aapke father ko accident ho gaya hai turant 50 000 bhej dijiye hospital ke liye
Madam ek minute Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,aadhaar,hinglish,indian,madam ek minute aapka aadhaar deactivate hone wala hai turant update kijiye
Dear how you. Are you ok?,0,none,english,uci,dear how you are you ok
Hello sir Police verification complete karna zaroori hai.,1,police_digital_arrest,hinglish,indian,hello sir police verification complete karna zaroori hai
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0,none,english,uci,deep sigh i miss you i am really surprised you haven t gone to the net cafe yet to get to me don t you miss me
Boooo you always work. Just quit.,0,none,english,uci,boooo you always work just quit
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,1,general_spam,english,uci,text pass to 69669 to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones
"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",0,none,english,uci,happy or sad one thing about past is its no more good morning
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,1,general_spam,english,uci,please call immediately as there is an urgent message waiting for you
Talk to g and x about that,0,none,english,uci,talk to g and x about that
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,0,none,english,uci,aiyar dun disturb u liao thk u have lots 2 do aft ur cupboard come
She doesnt need any test.,0,none,english,uci,she doesnt need any test
Hello ma'am Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,hinglish,indian,hello ma am aapke phone se illegal obscene content circulate ho raha hai digital arrest ho sakta hai
Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,0,none,english,uci,where wuld i be without my baby the thought alone mite break me and i don t wanna go crazy but everyboy needs his lady xxxxxxxx
Inspector Rajesh Kumar bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,hinglish,indian,inspector rajesh kumar bol raha hoon cyber crime department se bol raha hoon aapke number se objectionable content circulate hua hai
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0,none,english,uci,so how s scotland hope you are not over showing your jjc tendencies take care live the dream
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,0,none,english,uci,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
If i said anything wrong sorry de:-),0,none,english,uci,if i said anything wrong sorry de
Police headquarters se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,hinglish,indian,police headquarters se bol raha hoon aapka aadhaar deactivate hone wala hai turant update kijiye
"Police headquarters se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,hinglish,indian,police headquarters se bol raha hoon amazon se bol raha hoon aapka parcel hold hai clearance charge 499 dena hoga
Hi happy birthday. Hi hi hi hi hi hi hi,0,none,english,uci,hi happy birthday hi hi hi hi hi hi hi
How did you find out in a way that didn't include all of these details,0,none,english,uci,how did you find out in a way that didn t include all of these details
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,general_spam,english,uci,will u meet ur dream partner soon is ur career off 2 a flyng start 2 find out free txt horo followed by ur star sign e g horo aries
The new deus ex game comin early next yr,0,none,english,uci,the new deus ex game comin early next yr
Nope i'm not drivin... I neva develop da photos lei...,0,none,english,uci,nope i m not drivin i neva develop da photos lei
So what about you. What do you remember,0,none,english,uci,so what about you what do you remember
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,1,general_spam,english,uci,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy com txt one name to 89693
No messages on her phone. I'm holding it now,0,none,english,uci,no messages on her phone i m holding it now
Do u noe wat time e place dat sells 4d closes?,0,none,english,uci,do u noe wat time e place dat sells 4d closes
